HAGRID,Kingdom,Phylum,Class,Order,Family,Genus,Species,class,Commonname,Femalematurity,Malematurity,Gestation,LitterSize,Adultweight,Maximumlongevity
2610,Animalia,Chordata,Mammalia,Rodentia,Geomyidae,Thomomys,bottae,Animalia.Chordata.Mammalia.Rodentia.Geomyidae.Thomomys.bottae,Botta's pocket gopher,319,319,19,5.5,115.5,6.1
2611,Animalia,Chordata,Mammalia,Rodentia,Geomyidae,Thomomys,mazama,Animalia.Chordata.Mammalia.Rodentia.Geomyidae.Thomomys.mazama,Western pocket gopher,,,30,5,75,
2612,Animalia,Chordata,Mammalia,Rodentia,Geomyidae,Thomomys,talpoides,Animalia.Chordata.Mammalia.Rodentia.Geomyidae.Thomomys.talpoides,Northern pocket gopher,356,,28,5,104,
2613,Animalia,Chordata,Mammalia,Rodentia,Gliridae,Dryomys,nitedula,Animalia.Chordata.Mammalia.Rodentia.Gliridae.Dryomys.nitedula,Forest dormouse,,,28,3,26,4.1
2614,Animalia,Chordata,Mammalia,Rodentia,Gliridae,Eliomys,melanurus,Animalia.Chordata.Mammalia.Rodentia.Gliridae.Eliomys.melanurus,Asian garden dormouse,,,25,5,122.5,6.2
2615,Animalia,Chordata,Mammalia,Rodentia,Gliridae,Eliomys,quercinus,Animalia.Chordata.Mammalia.Rodentia.Gliridae.Eliomys.quercinus,Garden dormouse,365,365,23,5,82.5,5.5
2616,Animalia,Chordata,Mammalia,Rodentia,Gliridae,Glirulus,japonicus,Animalia.Chordata.Mammalia.Rodentia.Gliridae.Glirulus.japonicus,Japanese dormouse,,,30,4,27,7
2617,Animalia,Chordata,Mammalia,Rodentia,Gliridae,Glis,glis,Animalia.Chordata.Mammalia.Rodentia.Gliridae.Glis.glis,Fat dormouse,322,335,25,4,125,8.7
2618,Animalia,Chordata,Mammalia,Rodentia,Gliridae,Graphiurus,murinus,Animalia.Chordata.Mammalia.Rodentia.Gliridae.Graphiurus.murinus,Woodland dormouse,,,24,3,24,6.9
2619,Animalia,Chordata,Mammalia,Rodentia,Gliridae,Graphiurus,platyops,Animalia.Chordata.Mammalia.Rodentia.Gliridae.Graphiurus.platyops,Rock dormouse,,,,5.2,46.1,7.3
2620,Animalia,Chordata,Mammalia,Rodentia,Gliridae,Muscardinus,avellanarius,Animalia.Chordata.Mammalia.Rodentia.Gliridae.Muscardinus.avellanarius,Hazel dormouse,335,335,23,4,27.3,5.3
2621,Animalia,Chordata,Mammalia,Rodentia,Heteromyidae,Chaetodipus,fallax,Animalia.Chordata.Mammalia.Rodentia.Heteromyidae.Chaetodipus.fallax,San Diego pocket mouse,166,166,25,3,18.7,8.3
2622,Animalia,Chordata,Mammalia,Rodentia,Heteromyidae,Chaetodipus,formosus,Animalia.Chordata.Mammalia.Rodentia.Heteromyidae.Chaetodipus.formosus,Long-tailed pocket mouse,365,365,28,5,19,7.1
2623,Animalia,Chordata,Mammalia,Rodentia,Heteromyidae,Chaetodipus,nelsoni,Animalia.Chordata.Mammalia.Rodentia.Heteromyidae.Chaetodipus.nelsoni,Nelson's pocket mouse,,,30,3.68,14.4,
2624,Animalia,Chordata,Mammalia,Rodentia,Heteromyidae,Dipodomys,agilis,Animalia.Chordata.Mammalia.Rodentia.Heteromyidae.Dipodomys.agilis,Agile kangaroo rat,,,,2.6,61,
2625,Animalia,Chordata,Mammalia,Rodentia,Heteromyidae,Dipodomys,deserti,Animalia.Chordata.Mammalia.Rodentia.Heteromyidae.Dipodomys.deserti,Desert kangaroo rat,,,30,3,116,8.6
2626,Animalia,Chordata,Mammalia,Rodentia,Heteromyidae,Dipodomys,heermanni,Animalia.Chordata.Mammalia.Rodentia.Heteromyidae.Dipodomys.heermanni,Heermann's kangaroo rat,,,31,3.1,65,8.3
2627,Animalia,Chordata,Mammalia,Rodentia,Heteromyidae,Dipodomys,merriami,Animalia.Chordata.Mammalia.Rodentia.Heteromyidae.Dipodomys.merriami,Merriam's kangaroo rat,102,,28,2.3,42,9.7
2628,Animalia,Chordata,Mammalia,Rodentia,Heteromyidae,Dipodomys,nitratoides,Animalia.Chordata.Mammalia.Rodentia.Heteromyidae.Dipodomys.nitratoides,Fresno kangaroo rat,88,,34,2.3,35.5,
2629,Animalia,Chordata,Mammalia,Rodentia,Heteromyidae,Dipodomys,ordii,Animalia.Chordata.Mammalia.Rodentia.Heteromyidae.Dipodomys.ordii,Ord's kangaroo rat,61,,29,3,57,9.9
2630,Animalia,Chordata,Mammalia,Rodentia,Heteromyidae,Dipodomys,spectabilis,Animalia.Chordata.Mammalia.Rodentia.Heteromyidae.Dipodomys.spectabilis,Banner-tailed kangaroo rat,,,23,2,145,12.7
2631,Animalia,Chordata,Mammalia,Rodentia,Heteromyidae,Liomys,adspersus,Animalia.Chordata.Mammalia.Rodentia.Heteromyidae.Liomys.adspersus,Panamanian spiny pocket mouse,193,365,,4,42,
2632,Animalia,Chordata,Mammalia,Rodentia,Heteromyidae,Microdipodops,megacephalus,Animalia.Chordata.Mammalia.Rodentia.Heteromyidae.Microdipodops.megacephalus,Dark kangaroo mouse,,,,4,13.4,
2633,Animalia,Chordata,Mammalia,Rodentia,Heteromyidae,Perognathus,amplus,Animalia.Chordata.Mammalia.Rodentia.Heteromyidae.Perognathus.amplus,Arizona pocket mouse,,,,,11.7,5.9
2634,Animalia,Chordata,Mammalia,Rodentia,Heteromyidae,Perognathus,flavescens,Animalia.Chordata.Mammalia.Rodentia.Heteromyidae.Perognathus.flavescens,Plains pocket mouse,84,,26,4.75,9,
2635,Animalia,Chordata,Mammalia,Rodentia,Heteromyidae,Perognathus,flavus,Animalia.Chordata.Mammalia.Rodentia.Heteromyidae.Perognathus.flavus,Silky pocket mouse,,,26,4,8,
2636,Animalia,Chordata,Mammalia,Rodentia,Heteromyidae,Perognathus,longimembris,Animalia.Chordata.Mammalia.Rodentia.Heteromyidae.Perognathus.longimembris,Little pocket mouse,151,,22,5,8,8.3
2637,Animalia,Chordata,Mammalia,Rodentia,Heteromyidae,Perognathus,merriami,Animalia.Chordata.Mammalia.Rodentia.Heteromyidae.Perognathus.merriami,Merriam's pocket mouse,,,,4.5,8,
2638,Animalia,Chordata,Mammalia,Rodentia,Heteromyidae,Perognathus,parvus,Animalia.Chordata.Mammalia.Rodentia.Heteromyidae.Perognathus.parvus,Great Basin pocket mouse,100,,24,4.8,20.1,5.8
2639,Animalia,Chordata,Mammalia,Rodentia,Hystricidae,Atherurus,africanus,Animalia.Chordata.Mammalia.Rodentia.Hystricidae.Atherurus.africanus,African brush-tailed porcupine,,,106,1.5,2750,22.9
2640,Animalia,Chordata,Mammalia,Rodentia,Hystricidae,Atherurus,macrourus,Animalia.Chordata.Mammalia.Rodentia.Hystricidae.Atherurus.macrourus,Asiatic brush-tailed porcupine,,,,1.25,2000,
2641,Animalia,Chordata,Mammalia,Rodentia,Hystricidae,Hystrix,africaeaustralis,Animalia.Chordata.Mammalia.Rodentia.Hystricidae.Hystrix.africaeaustralis,Cape porcupine,375,390,94,2.1,24000,23.1
2642,Animalia,Chordata,Mammalia,Rodentia,Hystricidae,Hystrix,brachyura,Animalia.Chordata.Mammalia.Rodentia.Hystricidae.Hystrix.brachyura,Malayan porcupine,,,112,1.5,8000,27.3
2643,Animalia,Chordata,Mammalia,Rodentia,Hystricidae,Hystrix,cristata,Animalia.Chordata.Mammalia.Rodentia.Hystricidae.Hystrix.cristata,African porcupine,,,66,2.3,20000,28
2644,Animalia,Chordata,Mammalia,Rodentia,Hystricidae,Hystrix,indica,Animalia.Chordata.Mammalia.Rodentia.Hystricidae.Hystrix.indica,Indian crested porcupine,,,113,2,20000,27.1
2645,Animalia,Chordata,Mammalia,Rodentia,Hystricidae,Hystrix,pumila,Animalia.Chordata.Mammalia.Rodentia.Hystricidae.Hystrix.pumila,Indonesian porcupine,,,112,,2740,
2646,Animalia,Chordata,Mammalia,Rodentia,Hystricidae,Hystrix,sumatrae,Animalia.Chordata.Mammalia.Rodentia.Hystricidae.Hystrix.sumatrae,Sumatran porcupine,,,112,,,
2647,Animalia,Chordata,Mammalia,Rodentia,Hystricidae,Trichys,fasciculata,Animalia.Chordata.Mammalia.Rodentia.Hystricidae.Trichys.fasciculata,Long-tailed porcupine,,,,,2000,
2648,Animalia,Chordata,Mammalia,Rodentia,Muridae,Acomys,cahirinus,Animalia.Chordata.Mammalia.Rodentia.Muridae.Acomys.cahirinus,Spiny mouse,58,59,38,3,45.2,5.9
2649,Animalia,Chordata,Mammalia,Rodentia,Muridae,Acomys,cilicicus,Animalia.Chordata.Mammalia.Rodentia.Muridae.Acomys.cilicicus,Turkish spiny mouse,,,,,,4
2650,Animalia,Chordata,Mammalia,Rodentia,Muridae,Acomys,minous,Animalia.Chordata.Mammalia.Rodentia.Muridae.Acomys.minous,Crete spiny mouse,,,,,62.5,
2651,Animalia,Chordata,Mammalia,Rodentia,Muridae,Acomys,russatus,Animalia.Chordata.Mammalia.Rodentia.Muridae.Acomys.russatus,Golden spiny mouse,91,,34,2.5,54.4,
2652,Animalia,Chordata,Mammalia,Rodentia,Muridae,Acomys,wilsoni,Animalia.Chordata.Mammalia.Rodentia.Muridae.Acomys.wilsoni,Wilson's spiny mouse,,,39,2.3,20,5.6
2653,Animalia,Chordata,Mammalia,Rodentia,Muridae,Apodemus,agrarius,Animalia.Chordata.Mammalia.Rodentia.Muridae.Apodemus.agrarius,Striped field mouse,76,76,22,5.7,21.5,
2654,Animalia,Chordata,Mammalia,Rodentia,Muridae,Apodemus,argenteus,Animalia.Chordata.Mammalia.Rodentia.Muridae.Apodemus.argenteus,Small Japanese field mouse,61,61,,4.1,,5
2655,Animalia,Chordata,Mammalia,Rodentia,Muridae,Apodemus,flavicollis,Animalia.Chordata.Mammalia.Rodentia.Muridae.Apodemus.flavicollis,Yellow-necked mouse,52,52,26,5.5,29.4,4.5
2656,Animalia,Chordata,Mammalia,Rodentia,Muridae,Apodemus,peninsulae,Animalia.Chordata.Mammalia.Rodentia.Muridae.Apodemus.peninsulae,Korean field mouse,,,,4.7,32.9,4.4
2657,Animalia,Chordata,Mammalia,Rodentia,Muridae,Apodemus,speciosus,Animalia.Chordata.Mammalia.Rodentia.Muridae.Apodemus.speciosus,Large Japanese field mouse,,,,4.5,44,5.3
2658,Animalia,Chordata,Mammalia,Rodentia,Muridae,Apodemus,sylvaticus,Animalia.Chordata.Mammalia.Rodentia.Muridae.Apodemus.sylvaticus,Long-tailed field mouse,71,65,23,5.2,23.4,6.3
2659,Animalia,Chordata,Mammalia,Rodentia,Muridae,Arvicanthis,niloticus,Animalia.Chordata.Mammalia.Rodentia.Muridae.Arvicanthis.niloticus,Nile kusu,45,45,22,5,110,6.7
2660,Animalia,Chordata,Mammalia,Rodentia,Muridae,Chiropodomys,gliroides,Animalia.Chordata.Mammalia.Rodentia.Muridae.Chiropodomys.gliroides,Pencil-tailed tree mouse,101,,20,2.2,29,3.6
2661,Animalia,Chordata,Mammalia,Rodentia,Muridae,Colomys,goslingi,Animalia.Chordata.Mammalia.Rodentia.Muridae.Colomys.goslingi,African water rat,,,,2,58.5,
2662,Animalia,Chordata,Mammalia,Rodentia,Muridae,Conilurus,penicillatus,Animalia.Chordata.Mammalia.Rodentia.Muridae.Conilurus.penicillatus,Brush-tailed rabbit rat,,,35,2,144,4.5
2663,Animalia,Chordata,Mammalia,Rodentia,Muridae,Crateromys,heaneyi,Animalia.Chordata.Mammalia.Rodentia.Muridae.Crateromys.heaneyi,Panay crateromys,,,,,,8.8
2664,Animalia,Chordata,Mammalia,Rodentia,Muridae,Crateromys,schadenbergi,Animalia.Chordata.Mammalia.Rodentia.Muridae.Crateromys.schadenbergi,Luzon bushy-tailed cloud rat,,,,,,
2665,Animalia,Chordata,Mammalia,Rodentia,Muridae,Desmodillus,auricularis,Animalia.Chordata.Mammalia.Rodentia.Muridae.Desmodillus.auricularis,Cape short-eared gerbil,,,29,3.3,54.5,6.1
2666,Animalia,Chordata,Mammalia,Rodentia,Muridae,Dipodillus,campestris,Animalia.Chordata.Mammalia.Rodentia.Muridae.Dipodillus.campestris,North African gerbil,,,,4.3,28.4,7.3
2667,Animalia,Chordata,Mammalia,Rodentia,Muridae,Gerbilliscus,afra,Animalia.Chordata.Mammalia.Rodentia.Muridae.Gerbilliscus.afra,Cape gerbil,152,115,23,3.9,74.8,5.7
2668,Animalia,Chordata,Mammalia,Rodentia,Muridae,Gerbilliscus,validus,Animalia.Chordata.Mammalia.Rodentia.Muridae.Gerbilliscus.validus,Southern savanna gerbil,99,99,25,4.3,113,5
2669,Animalia,Chordata,Mammalia,Rodentia,Muridae,Gerbillus,gerbillus,Animalia.Chordata.Mammalia.Rodentia.Muridae.Gerbillus.gerbillus,Lesser Egyptian gerbil,,,,4.1,30,5.9
2670,Animalia,Chordata,Mammalia,Rodentia,Muridae,Gerbillus,nanus,Animalia.Chordata.Mammalia.Rodentia.Muridae.Gerbillus.nanus,Baluchistan gerbil,,,22,5,18.5,4.5
2671,Animalia,Chordata,Mammalia,Rodentia,Muridae,Gerbillus,perpallidus,Animalia.Chordata.Mammalia.Rodentia.Muridae.Gerbillus.perpallidus,Pale gerbil,,,20,4.5,50,5.5
2672,Animalia,Chordata,Mammalia,Rodentia,Muridae,Gerbillus,pyramidum,Animalia.Chordata.Mammalia.Rodentia.Muridae.Gerbillus.pyramidum,Greater Egyptian gerbil,74,73,21,3.3,37,8.2
2673,Animalia,Chordata,Mammalia,Rodentia,Muridae,Grammomys,dolichurus,Animalia.Chordata.Mammalia.Rodentia.Muridae.Grammomys.dolichurus,Woodland mouse,73,,24,3,60,4.4
2674,Animalia,Chordata,Mammalia,Rodentia,Muridae,Hydromys,chrysogaster,Animalia.Chordata.Mammalia.Rodentia.Muridae.Hydromys.chrysogaster,Golden-bellied water rat,163,135,36,3.8,850,7.3
2675,Animalia,Chordata,Mammalia,Rodentia,Muridae,Lemniscomys,barbarus,Animalia.Chordata.Mammalia.Rodentia.Muridae.Lemniscomys.barbarus,Barbary striped grass mouse,,,,4.6,26.2,4.4
2676,Animalia,Chordata,Mammalia,Rodentia,Muridae,Lemniscomys,striatus,Animalia.Chordata.Mammalia.Rodentia.Muridae.Lemniscomys.striatus,Typical striped grass mouse,168,,25,4.54,42.3,4.8
2677,Animalia,Chordata,Mammalia,Rodentia,Muridae,Lenothrix,canus,Animalia.Chordata.Mammalia.Rodentia.Muridae.Lenothrix.canus,Gray tree rat,,,,3,177,
2678,Animalia,Chordata,Mammalia,Rodentia,Muridae,Leporillus,conditor,Animalia.Chordata.Mammalia.Rodentia.Muridae.Leporillus.conditor,Greater stick-nest rat,227,240,38,2.2,332.5,5.3
2679,Animalia,Chordata,Mammalia,Rodentia,Muridae,Mastomys,erythroleucus,Animalia.Chordata.Mammalia.Rodentia.Muridae.Mastomys.erythroleucus,Guinea multimammate mouse,137,,21,6.5,37.8,
2680,Animalia,Chordata,Mammalia,Rodentia,Muridae,Meriones,crassus,Animalia.Chordata.Mammalia.Rodentia.Muridae.Meriones.crassus,Sundevall's jird,61,82,22,4,35,5.6
2681,Animalia,Chordata,Mammalia,Rodentia,Muridae,Meriones,libycus,Animalia.Chordata.Mammalia.Rodentia.Muridae.Meriones.libycus,Libyan jird,91,,26,5,100,5.2
2682,Animalia,Chordata,Mammalia,Rodentia,Muridae,Meriones,meridianus,Animalia.Chordata.Mammalia.Rodentia.Muridae.Meriones.meridianus,Mid-day jird,,,23,5.6,53,6.8
2683,Animalia,Chordata,Mammalia,Rodentia,Muridae,Meriones,persicus,Animalia.Chordata.Mammalia.Rodentia.Muridae.Meriones.persicus,Persian jird,,,26,4.3,100,6
2684,Animalia,Chordata,Mammalia,Rodentia,Muridae,Meriones,shawi,Animalia.Chordata.Mammalia.Rodentia.Muridae.Meriones.shawi,Shaw's jird,102,120,26,5.4,185,
2685,Animalia,Chordata,Mammalia,Rodentia,Muridae,Meriones,tamariscinus,Animalia.Chordata.Mammalia.Rodentia.Muridae.Meriones.tamariscinus,Tamarisk jird,,,,4.2,,
2686,Animalia,Chordata,Mammalia,Rodentia,Muridae,Meriones,unguiculatus,Animalia.Chordata.Mammalia.Rodentia.Muridae.Meriones.unguiculatus,Mongolian jird,43,36,25,5,53.2,6.3
2687,Animalia,Chordata,Mammalia,Rodentia,Muridae,Meriones,vinogradovi,Animalia.Chordata.Mammalia.Rodentia.Muridae.Meriones.vinogradovi,Vinogradov's jird,,,22,7,150,6.7
2688,Animalia,Chordata,Mammalia,Rodentia,Muridae,Mesembriomys,gouldii,Animalia.Chordata.Mammalia.Rodentia.Muridae.Mesembriomys.gouldii,Black-footed tree rat,71,,44,2,900,7.8
2689,Animalia,Chordata,Mammalia,Rodentia,Muridae,Mesembriomys,macrurus,Animalia.Chordata.Mammalia.Rodentia.Muridae.Mesembriomys.macrurus,Golden-backed tree rat,,,48,2,268.5,7.1
2690,Animalia,Chordata,Mammalia,Rodentia,Muridae,Micaelamys,namaquensis,Animalia.Chordata.Mammalia.Rodentia.Muridae.Micaelamys.namaquensis,Rock mouse,,,22,3.8,47.6,4.7
2691,Animalia,Chordata,Mammalia,Rodentia,Muridae,Micromys,minutus,Animalia.Chordata.Mammalia.Rodentia.Muridae.Micromys.minutus,Old World harvest mouse,40,37,20,5.2,6,3.8
2692,Animalia,Chordata,Mammalia,Rodentia,Muridae,Millardia,gleadowi,Animalia.Chordata.Mammalia.Rodentia.Muridae.Millardia.gleadowi,Sand-colored rat,,,,2.3,70,4
2693,Animalia,Chordata,Mammalia,Rodentia,Muridae,Mus,caroli,Animalia.Chordata.Mammalia.Rodentia.Muridae.Mus.caroli,Ryukyu mouse,,,21,,11.2,
2694,Animalia,Chordata,Mammalia,Rodentia,Muridae,Mus,cervicolor,Animalia.Chordata.Mammalia.Rodentia.Muridae.Mus.cervicolor,Fawn-colored mouse,,,20,4.1,17.7,
2695,Animalia,Chordata,Mammalia,Rodentia,Muridae,Mus,minutoides,Animalia.Chordata.Mammalia.Rodentia.Muridae.Mus.minutoides,Mouse,60,77,20,4.3,7.2,4.3
2696,Animalia,Chordata,Mammalia,Rodentia,Muridae,Mus,musculoides,Animalia.Chordata.Mammalia.Rodentia.Muridae.Mus.musculoides,Temminck's mouse,,,24,4.5,6,
2697,Animalia,Chordata,Mammalia,Rodentia,Muridae,Mus,musculus,Animalia.Chordata.Mammalia.Rodentia.Muridae.Mus.musculus,House mouse,42,42,19,7,20.5,4
2698,Animalia,Chordata,Mammalia,Rodentia,Muridae,Mus,spicilegus,Animalia.Chordata.Mammalia.Rodentia.Muridae.Mus.spicilegus,Mound-building mouse,,,,6.7,,3.5
2699,Animalia,Chordata,Mammalia,Rodentia,Muridae,Notomys,alexis,Animalia.Chordata.Mammalia.Rodentia.Muridae.Notomys.alexis,Spinifex hopping mouse,75,75,35,3.9,35,6.4
2700,Animalia,Chordata,Mammalia,Rodentia,Muridae,Notomys,aquilo,Animalia.Chordata.Mammalia.Rodentia.Muridae.Notomys.aquilo,Northern hopping mouse,,,53,3,39,
2701,Animalia,Chordata,Mammalia,Rodentia,Muridae,Notomys,mitchellii,Animalia.Chordata.Mammalia.Rodentia.Muridae.Notomys.mitchellii,Mitchell's hopping mouse,73,90,37,3.3,52,5.3
2702,Animalia,Chordata,Mammalia,Rodentia,Muridae,Otomys,irroratus,Animalia.Chordata.Mammalia.Rodentia.Muridae.Otomys.irroratus,Vlei rat,82,91,40,1.78,146.8,
2703,Animalia,Chordata,Mammalia,Rodentia,Muridae,Pachyuromys,duprasi,Animalia.Chordata.Mammalia.Rodentia.Muridae.Pachyuromys.duprasi,Fat-tailed gerbil,,61,20,4.5,40,8.3
2704,Animalia,Chordata,Mammalia,Rodentia,Muridae,Phloeomys,cumingi,Animalia.Chordata.Mammalia.Rodentia.Muridae.Phloeomys.cumingi,Slender-tailed cloud rat,,,,1,1750,13.6
2705,Animalia,Chordata,Mammalia,Rodentia,Muridae,Phloeomys,pallidus,Animalia.Chordata.Mammalia.Rodentia.Muridae.Phloeomys.pallidus,Northern Luzon slender-tailed cloud rat,,,,,1744,10.7
2706,Animalia,Chordata,Mammalia,Rodentia,Muridae,Pogonomys,macrourus,Animalia.Chordata.Mammalia.Rodentia.Muridae.Pogonomys.macrourus,Long-tailed tree mouse,,,,2.4,57,3.1
2707,Animalia,Chordata,Mammalia,Rodentia,Muridae,Praomys,tullbergi,Animalia.Chordata.Mammalia.Rodentia.Muridae.Praomys.tullbergi,Tullberg's rock rat,82,75,24,3.5,30,5.2
2708,Animalia,Chordata,Mammalia,Rodentia,Muridae,Psammomys,obesus,Animalia.Chordata.Mammalia.Rodentia.Muridae.Psammomys.obesus,Fat sand rat,100,,24,3.5,212,3.2
2709,Animalia,Chordata,Mammalia,Rodentia,Muridae,Pseudomys,australis,Animalia.Chordata.Mammalia.Rodentia.Muridae.Pseudomys.australis,Australian native mouse,145,180,31,3.1,65,7.9
2710,Animalia,Chordata,Mammalia,Rodentia,Muridae,Pseudomys,chapmani,Animalia.Chordata.Mammalia.Rodentia.Muridae.Pseudomys.chapmani,Western pebble-mound mouse,,,,,12,6.8
2711,Animalia,Chordata,Mammalia,Rodentia,Muridae,Pseudomys,fumeus,Animalia.Chordata.Mammalia.Rodentia.Muridae.Pseudomys.fumeus,Smoky mouse,,,,3.5,70,6.5
2712,Animalia,Chordata,Mammalia,Rodentia,Muridae,Pseudomys,higginsi,Animalia.Chordata.Mammalia.Rodentia.Muridae.Pseudomys.higginsi,Long-tailed mouse,272,270,32,2.3,60.1,
2713,Animalia,Chordata,Mammalia,Rodentia,Muridae,Pseudomys,laborifex,Animalia.Chordata.Mammalia.Rodentia.Muridae.Pseudomys.laborifex,Kimberly mouse,,,,,12,6.9
2714,Animalia,Chordata,Mammalia,Rodentia,Muridae,Pseudomys,shortridgei,Animalia.Chordata.Mammalia.Rodentia.Muridae.Pseudomys.shortridgei,Heath mouse,335,335,,3,64,6
2715,Animalia,Chordata,Mammalia,Rodentia,Muridae,Rattus,fuscipes,Animalia.Chordata.Mammalia.Rodentia.Muridae.Rattus.fuscipes,Bush rat,107,90,26,5,130,5.3
2716,Animalia,Chordata,Mammalia,Rodentia,Muridae,Rattus,lutreolus,Animalia.Chordata.Mammalia.Rodentia.Muridae.Rattus.lutreolus,Australian swamp rat,79,,27,5,115,4.4
2717,Animalia,Chordata,Mammalia,Rodentia,Muridae,Rattus,norvegicus,Animalia.Chordata.Mammalia.Rodentia.Muridae.Rattus.norvegicus,Norway rat,90,70,21,9.9,300,3.8
2718,Animalia,Chordata,Mammalia,Rodentia,Muridae,Rattus,rattus,Animalia.Chordata.Mammalia.Rodentia.Muridae.Rattus.rattus,Rat,90,112,22,7.3,200,4.2
2719,Animalia,Chordata,Mammalia,Rodentia,Muridae,Rhabdomys,pumilio,Animalia.Chordata.Mammalia.Rodentia.Muridae.Rhabdomys.pumilio,Four-striped grass mouse,42,64,25,6,51,4.5
2720,Animalia,Chordata,Mammalia,Rodentia,Muridae,Rhombomys,opimus,Animalia.Chordata.Mammalia.Rodentia.Muridae.Rhombomys.opimus,Great gerbil,105,105,28,5,285,4.5
2721,Animalia,Chordata,Mammalia,Rodentia,Muridae,Sekeetamys,calurus,Animalia.Chordata.Mammalia.Rodentia.Muridae.Sekeetamys.calurus,Bushy-tailed jird,,,,2.9,65,7.3
2722,Animalia,Chordata,Mammalia,Rodentia,Muridae,Sundamys,muelleri,Animalia.Chordata.Mammalia.Rodentia.Muridae.Sundamys.muelleri,Mueller's giant Sunda rat,,,,3.8,334,
2723,Animalia,Chordata,Mammalia,Rodentia,Muridae,Tatera,indica,Animalia.Chordata.Mammalia.Rodentia.Muridae.Tatera.indica,Indian gerbil,77,91,26,5.4,146.7,7
2724,Animalia,Chordata,Mammalia,Rodentia,Muridae,Taterillus,gracilis,Animalia.Chordata.Mammalia.Rodentia.Muridae.Taterillus.gracilis,Slender gerbil,91,91,26,4.5,51.9,
2725,Animalia,Chordata,Mammalia,Rodentia,Muridae,Thallomys,paedulcus,Animalia.Chordata.Mammalia.Rodentia.Muridae.Thallomys.paedulcus,Acacia rat,109,,26,3.5,80,
2726,Animalia,Chordata,Mammalia,Rodentia,Muridae,Thamnomys,venustus,Animalia.Chordata.Mammalia.Rodentia.Muridae.Thamnomys.venustus,Thicket rat,83,,24,1.3,65,
2727,Animalia,Chordata,Mammalia,Rodentia,Muridae,Zelotomys,woosnami,Animalia.Chordata.Mammalia.Rodentia.Muridae.Zelotomys.woosnami,South African broad-headed mouse,,,31,4.7,54.5,
2728,Animalia,Chordata,Mammalia,Rodentia,Muridae,Zyzomys,argurus,Animalia.Chordata.Mammalia.Rodentia.Muridae.Zyzomys.argurus,Common rock rat,,,30,2.5,50,
2729,Animalia,Chordata,Mammalia,Rodentia,Muridae,Zyzomys,palatilis,Animalia.Chordata.Mammalia.Rodentia.Muridae.Zyzomys.palatilis,Carpentarian rock rat,,,,,123,6.2
2730,Animalia,Chordata,Mammalia,Rodentia,Muridae,Zyzomys,pedunculatus,Animalia.Chordata.Mammalia.Rodentia.Muridae.Zyzomys.pedunculatus,Central rock rat,,,,,100,7.5
2731,Animalia,Chordata,Mammalia,Rodentia,Myocastoridae,Myocastor,coypus,Animalia.Chordata.Mammalia.Rodentia.Myocastoridae.Myocastor.coypus,Nutria,152,152,131,6,7850,8.5
2732,Animalia,Chordata,Mammalia,Rodentia,Nesomyidae,Cricetomys,emini,Animalia.Chordata.Mammalia.Rodentia.Nesomyidae.Cricetomys.emini,Giant rat,,,,1,1300,7.4
2733,Animalia,Chordata,Mammalia,Rodentia,Nesomyidae,Cricetomys,gambianus,Animalia.Chordata.Mammalia.Rodentia.Nesomyidae.Cricetomys.gambianus,Gambian rat,158,,34,3.5,1500,8.4
2734,Animalia,Chordata,Mammalia,Rodentia,Nesomyidae,Dendromus,melanotis,Animalia.Chordata.Mammalia.Rodentia.Nesomyidae.Dendromus.melanotis,Gray climbing mouse,,,25,4.6,7.4,4.2
2735,Animalia,Chordata,Mammalia,Rodentia,Nesomyidae,Dendromus,mesomelas,Animalia.Chordata.Mammalia.Rodentia.Nesomyidae.Dendromus.mesomelas,Brant's climbing mouse,,,,4.4,13,3.3
2736,Animalia,Chordata,Mammalia,Rodentia,Nesomyidae,Hypogeomys,antimena,Animalia.Chordata.Mammalia.Rodentia.Nesomyidae.Hypogeomys.antimena,Malagasy giant rat,730,365,120,1,1250,12.6
2737,Animalia,Chordata,Mammalia,Rodentia,Nesomyidae,Mystromys,albicaudatus,Animalia.Chordata.Mammalia.Rodentia.Nesomyidae.Mystromys.albicaudatus,White-tailed mouse,109,,38,3,106,6.3
2738,Animalia,Chordata,Mammalia,Rodentia,Nesomyidae,Saccostomus,campestris,Animalia.Chordata.Mammalia.Rodentia.Nesomyidae.Saccostomus.campestris,Pouched mouse,45,,21,6.8,47.4,4.5
2739,Animalia,Chordata,Mammalia,Rodentia,Nesomyidae,Steatomys,pratensis,Animalia.Chordata.Mammalia.Rodentia.Nesomyidae.Steatomys.pratensis,Fat mouse,,,,4.7,25.5,
2740,Animalia,Chordata,Mammalia,Rodentia,Octodontidae,Octodon,degus,Animalia.Chordata.Mammalia.Rodentia.Octodontidae.Octodon.degus,Degu,182,182,90,6,235,14
2741,Animalia,Chordata,Mammalia,Rodentia,Octodontidae,Octodontomys,gliroides,Animalia.Chordata.Mammalia.Rodentia.Octodontidae.Octodontomys.gliroides,Mountain degu,,,104,2,158,
2742,Animalia,Chordata,Mammalia,Rodentia,Octodontidae,Spalacopus,cyanus,Animalia.Chordata.Mammalia.Rodentia.Octodontidae.Spalacopus.cyanus,Coruro,,,80,2.4,98,10.8
